Nr probki	Sygnal pomiarowy
1659	2,32666016
1660	2,30224609
1661	2,32421875
1662	2,35839844
1663	2,38525391
1664	2,32421875
1665	2,32177734
1666	2,34863281
1667	2,3828125
1668	2,39501953
1669	2,37792969
1670	2,38525391
1671	2,38769531
1672	2,3828125
1673	2,38525391
1674	2,44873047
1675	2,37304688
1676	2,32910156
1677	2,30712891
1678	2,32666016
1679	2,3046875
1680	2,33398438
1681	2,32421875
1682	2,37304688
1683	2,36572266
1684	2,38037109
1685	2,37548828
1686	2,32421875
1687	2,35595703
1688	2,34863281
1689	2,34619141
1690	2,33642578
1691	2,30957031
1692	2,36328125
1693	2,35595703
1694	2,37304688
1695	2,30957031
1696	2,31445313
1697	2,33642578
1698	2,32421875
1699	2,32177734
1700	2,34375
1701	2,29003906
1702	2,28027344
1703	2,30957031
1704	2,32421875
1705	2,33154297
1706	2,33886719
1707	2,30224609
1708	2,20703125
1709	2,11425781
1710	2,13378906
1711	2,18017578
1712	2,20214844
1713	2,21923828
1714	2,18017578
1715	2,16308594
1716	2,16308594
1717	2,16308594
1718	2,18994141
1719	2,21191406
1720	2,20458984
1721	2,12158203
1722	2,06054688
1723	2,02148438
1724	2,03613281
1725	1,97265625
1726	2,00439453
1727	2,00683594
1728	1,97753906
1729	2,00439453
1730	2,05322266
1731	2,00439453
1732	2,08007813
1733	2,08984375
1734	2,03857422
1735	1,92138672
1736	1,86767578
1737	1,90185547
1738	1,77978516
1739	1,95068359
1740	1,98486328
1741	1,93115234
1742	1,88476563
1743	1,84570313
1744	1,875
1745	1,86523438
1746	1,84814453
1747	1,89697266
1748	1,82373047
1749	1,82617188
1750	1,73583984
1751	1,65283203
1752	1,50390625
1753	1,41113281
1754	1,33544922
1755	1,39160156
1756	1,47216797
1757	1,53076172
1758	1,54785156
1759	1,55517578
1760	1,51611328
1761	1,45019531
1762	1,38183594
1763	1,33789063
1764	1,29638672
1765	1,45019531
1766	1,52099609
1767	1,46728516
1768	1,75537109
1769	1,84814453
1770	1,82617188
1771	1,77978516
1772	1,82128906
1773	1,76025391
1774	1,80419922
1775	1,77734375
1776	1,77001953
1777	1,79199219
1778	1,82373047
1779	1,84326172
1780	1,84570313
1781	1,90429688
1782	1,91162109
1783	1,89941406
1784	1,92626953
1785	1,93847656
1786	1,94091797
1787	1,93603516
1788	1,93359375
1789	1,96533203
1790	1,95068359
1791	1,95556641
1792	1,97753906
1793	1,96777344
1794	1,97021484
1795	1,96777344
1796	1,89208984
1797	1,88720703
1798	1,94091797
1799	1,92871094
1800	1,8359375
1801	1,82128906
1802	1,89208984
1803	1,89941406
1804	1,92871094
1805	1,85546875
1806	1,88964844
1807	1,92382813
1808	1,94091797
1809	1,96289063
1810	1,94335938
1811	1,93603516
1812	1,94824219
1813	1,94824219
1814	1,93847656
1815	1,94580078
1816	1,93603516
1817	1,94824219
1818	1,97509766
1819	1,98974609
1820	2,01171875
1821	2,03125
1822	2,01171875
1823	1,99462891
1824	1,97509766
1825	1,96289063
1826	1,93847656
1827	1,98486328
1828	2,00195313
1829	2,01171875
1830	2,02636719
1831	1,98486328
1832	2,01660156
1833	2,02880859
1834	2,03125
1835	2,05078125
1836	2,05810547
1837	2,00927734
1838	2,03857422
1839	2,03857422
1840	2,01171875
1841	2,05322266
1842	2,05566406
1843	2,08984375
1844	2,11425781
1845	2,09228516
1846	2,08984375
1847	2,08740234
1848	2,08007813
1849	2,0703125
1850	2,09228516
1851	2,08496094
1852	2,05810547
1853	2,07519531
1854	2,08740234
1855	2,07519531
1856	2,07763672
1857	2,09472656
1858	2,10693359
1859	2,15576172
1860	2,15820313
1861	2,11425781
1862	2,08740234
1863	2,08007813
1864	2,11425781
1865	2,14599609
1866	2,18505859
1867	2,15820313
1868	2,15087891
1869	2,14355469
1870	2,15332031
1871	2,14355469
1872	2,20458984
1873	2,18017578
1874	2,18017578
1875	2,1484375
1876	2,15820313
1877	2,13867188
1878	2,13623047
1879	2,1484375
1880	2,16796875
1881	2,21435547
1882	2,16552734
1883	2,14355469
1884	2,16308594
1885	2,18505859
1886	2,17773438
1887	2,20947266
1888	2,17773438
1889	2,15820313
1890	2,1484375
1891	2,15332031
1892	2,17285156
1893	2,16308594
1894	2,18505859
1895	2,15576172
1896	2,13623047
1897	2,11181641
1898	2,16552734
1899	2,12402344
1900	2,12646484
1901	2,14111328
1902	2,19726563
1903	2,17285156
1904	2,14355469
1905	2,14599609
1906	2,13378906
1907	2,15087891
1908	2,18261719
1909	2,18505859
1910	2,18017578
1911	2,16064453
1912	2,20214844
1913	2,19970703
1914	2,17041016
1915	2,16064453
1916	2,16796875
1917	2,15820313
1918	2,17041016
1919	2,18994141
1920	2,19970703
1921	2,16552734
1922	2,18017578
1923	2,14599609
1924	2,19238281
1925	2,19970703
1926	2,19482422
1927	2,24121094
1928	2,26074219
1929	2,28759766
1930	2,28515625
1931	2,20947266
1932	2,21435547
1933	2,23144531
1934	2,22412109
1935	2,20947266
1936	2,20703125
1937	2,24853516
1938	2,23876953
1939	2,22167969
1940	2,21435547
1941	2,21923828
1942	2,22900391
1943	2,23632813
1944	2,23388672
1945	2,22900391
1946	2,26318359
1947	2,25830078
1948	2,24121094
1949	2,28515625
1950	2,31445313
1951	2,35595703
1952	2,34130859
1953	2,30712891
1954	2,30712891
1955	2,27050781
1956	2,24121094
1957	2,22167969
1958	2,25585938
1959	2,22900391
1960	2,23876953
1961	2,27539063
1962	2,28271484
1963	2,28759766
1964	2,28759766
1965	2,28515625
1966	2,34863281
1967	2,33154297
1968	2,28759766
1969	2,29980469
1970	2,25585938
1971	2,22900391
1972	2,29492188
1973	2,32666016
1974	2,3828125
1975	2,40478516
1976	2,38525391
1977	2,32666016
1978	2,30712891
1979	2,27294922
1980	2,26074219
1981	2,23876953
1982	2,32910156
1983	2,29980469
1984	2,32666016
1985	2,33642578
1986	2,35839844
1987	2,37060547
1988	2,33642578
1989	2,3828125
1990	2,46826172
1991	2,43896484
1992	2,36083984
1993	2,39501953
1994	2,44628906
1995	2,40966797
1996	2,40478516
1997	2,40234375
1998	2,37060547
1999	2,37060547
